,Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
958,Austria,Bundesliga,2017/2018,22/10/2017,13:00,Admira,Salzburg,1,1,D,6.89,5.32,1.44,7.15,5.32,1.6,6.53,4.8,1.42
959,Austria,Bundesliga,2017/2018,22/10/2017,15:30,Austria Vienna,Rapid Vienna,0,1,A,3.97,4.02,1.9,4.2,4.05,2.2,3.87,3.77,1.84
960,Austria,Bundesliga,2017/2018,28/10/2017,15:00,Rapid Vienna,Admira,1,0,H,1.6,4.54,5.55,1.61,5.0,7.15,1.55,4.22,5.38
961,Austria,Bundesliga,2017/2018,28/10/2017,17:30,LASK,Austria Vienna,2,2,D,2.0,3.83,3.78,2.2,3.83,3.88,1.97,3.58,3.55
962,Austria,Bundesliga,2017/2018,28/10/2017,17:30,Mattersburg,St. Polten,1,1,D,1.93,3.7,4.24,1.95,3.7,4.25,1.89,3.53,3.95
963,Austria,Bundesliga,2017/2018,28/10/2017,17:30,Salzburg,Altach,2,0,H,1.26,6.47,13.47,1.3,6.5,13.82,1.24,5.87,11.75
964,Austria,Bundesliga,2017/2018,29/10/2017,15:30,Wolfsberger AC,Sturm Graz,0,2,A,4.77,3.77,1.82,4.77,3.82,2.0,4.35,3.59,1.8
965,Austria,Bundesliga,2017/2018,04/11/2017,15:00,Sturm Graz,Rapid Vienna,0,0,D,2.7,3.46,2.73,2.7,3.55,2.93,2.57,3.3,2.68
966,Austria,Bundesliga,2017/2018,04/11/2017,17:30,Admira,Wolfsberger AC,0,0,D,1.89,3.79,4.27,2.0,3.95,4.27,1.87,3.64,3.92
967,Austria,Bundesliga,2017/2018,04/11/2017,17:30,Altach,LASK,2,4,A,2.62,3.34,2.9,2.65,3.39,2.91,2.54,3.19,2.78
968,Austria,Bundesliga,2017/2018,05/11/2017,13:00,Austria Vienna,Mattersburg,1,3,A,2.03,3.83,3.69,2.06,3.94,4.0,1.99,3.6,3.49
969,Austria,Bundesliga,2017/2018,05/11/2017,15:30,St. Polten,Salzburg,1,3,A,9.3,5.22,1.38,13.0,6.0,1.39,8.47,4.94,1.35
970,Austria,Bundesliga,2017/2018,18/11/2017,15:00,LASK,Rapid Vienna,1,2,A,2.91,3.34,2.62,3.23,3.37,2.67,2.83,3.21,2.49
971,Austria,Bundesliga,2017/2018,18/11/2017,17:30,Austria Vienna,Admira,2,3,A,2.16,3.86,3.29,2.26,3.86,3.6,2.12,3.62,3.15
972,Austria,Bundesliga,2017/2018,18/11/2017,17:30,Mattersburg,Altach,1,0,H,2.29,3.37,3.42,2.29,3.4,3.6,2.21,3.24,3.27
973,Austria,Bundesliga,2017/2018,18/11/2017,17:30,St. Polten,Wolfsberger AC,0,0,D,2.93,3.31,2.62,2.93,3.4,2.8,2.71,3.19,2.61
974,Austria,Bundesliga,2017/2018,19/11/2017,15:30,Salzburg,Sturm Graz,5,0,H,1.58,4.26,6.35,1.62,4.26,6.5,1.56,3.98,5.74
975,Austria,Bundesliga,2017/2018,25/11/2017,15:00,Sturm Graz,LASK,1,0,H,2.03,3.46,4.11,2.1,3.5,4.11,2.0,3.34,3.76
976,Austria,Bundesliga,2017/2018,25/11/2017,17:30,Admira,Mattersburg,2,0,H,2.47,3.65,2.89,2.54,3.65,3.6,2.38,3.43,2.83
977,Austria,Bundesliga,2017/2018,25/11/2017,17:30,Altach,St. Polten,3,0,H,1.73,3.91,5.25,1.8,3.91,5.25,1.73,3.68,4.63
978,Austria,Bundesliga,2017/2018,26/11/2017,13:00,Wolfsberger AC,Austria Vienna,1,2,A,2.46,3.62,2.92,2.46,3.62,2.93,2.36,3.42,2.8
979,Austria,Bundesliga,2017/2018,26/11/2017,15:30,Rapid Vienna,Salzburg,2,3,A,2.79,3.42,2.68,2.9,3.42,2.71,2.69,3.24,2.57
980,Austria,Bundesliga,2017/2018,28/11/2017,18:00,Sturm Graz,Admira,6,1,H,1.62,4.2,5.9,1.75,4.55,6.0,1.6,3.98,5.3
981,Austria,Bundesliga,2017/2018,29/11/2017,17:30,LASK,Wolfsberger AC,2,0,H,1.66,3.93,5.92,1.76,3.93,5.92,1.67,3.68,5.14
982,Austria,Bundesliga,2017/2018,29/11/2017,17:30,Salzburg,Mattersburg,2,0,H,1.25,6.56,13.56,1.26,6.9,14.3,1.23,6.06,11.5
983,Austria,Bundesliga,2017/2018,29/11/2017,17:30,St. Polten,Austria Vienna,1,0,H,3.06,3.67,2.35,3.3,3.7,2.35,3.04,3.49,2.23
984,Austria,Bundesliga,2017/2018,29/11/2017,19:30,Rapid Vienna,Altach,1,2,A,1.47,4.63,7.81,1.5,4.63,7.81,1.47,4.27,6.65
985,Austria,Bundesliga,2017/2018,02/12/2017,15:00,Wolfsberger AC,Rapid Vienna,0,0,D,4.76,3.72,1.83,4.76,3.79,2.0,4.39,3.48,1.82
986,Austria,Bundesliga,2017/2018,02/12/2017,17:30,Admira,St. Polten,1,0,H,1.93,3.76,4.17,1.93,3.81,4.3,1.87,3.58,3.96
987,Austria,Bundesliga,2017/2018,02/12/2017,17:30,Altach,Sturm Graz,1,2,A,3.5,3.37,2.26,3.6,3.5,2.29,3.3,3.28,2.18
988,Austria,Bundesliga,2017/2018,02/12/2017,17:30,Mattersburg,LASK,1,0,H,3.19,3.39,2.4,3.19,3.4,2.6,2.9,3.2,2.45
989,Austria,Bundesliga,2017/2018,03/12/2017,15:30,Austria Vienna,Salzburg,1,1,D,8.39,5.7,1.37,9.36,5.8,1.65,8.1,5.14,1.34
990,Austria,Bundesliga,2017/2018,09/12/2017,15:00,Rapid Vienna,Mattersburg,2,2,D,1.55,4.39,6.55,1.6,4.4,6.55,1.53,4.12,5.82
991,Austria,Bundesliga,2017/2018,09/12/2017,17:30,LASK,Admira,2,1,H,1.71,4.01,5.19,1.75,4.04,5.2,1.69,3.76,4.79
992,Austria,Bundesliga,2017/2018,09/12/2017,17:30,Sturm Graz,St. Polten,3,2,H,1.39,5.05,9.38,1.43,5.1,9.9,1.37,4.77,8.03
993,Austria,Bundesliga,2017/2018,10/12/2017,13:00,Altach,Austria Vienna,1,0,H,2.23,3.55,3.39,2.4,3.6,3.39,2.21,3.42,3.13
994,Austria,Bundesliga,2017/2018,10/12/2017,15:30,Wolfsberger AC,Salzburg,0,0,D,7.05,4.32,1.53,7.65,4.5,1.53,6.65,4.15,1.48
995,Austria,Bundesliga,2017/2018,16/12/2017,15:00,Salzburg,LASK,0,0,D,1.38,5.03,9.93,1.4,5.2,11.0,1.35,4.78,8.97
996,Austria,Bundesliga,2017/2018,16/12/2017,17:30,Admira,Altach,3,1,H,2.64,3.55,2.74,2.69,3.55,2.82,2.53,3.33,2.67
997,Austria,Bundesliga,2017/2018,16/12/2017,17:30,Mattersburg,Wolfsberger AC,5,1,H,2.3,3.39,3.39,2.31,3.4,3.6,2.19,3.24,3.3
998,Austria,Bundesliga,2017/2018,16/12/2017,17:30,St. Polten,Rapid Vienna,0,5,A,7.95,4.45,1.48,8.0,4.7,1.7,6.53,4.23,1.48
999,Austria,Bundesliga,2017/2018,17/12/2017,15:30,Austria Vienna,Sturm Graz,1,0,H,3.81,3.84,1.99,3.82,3.87,2.3,3.6,3.62,1.96
1000,Austria,Bundesliga,2017/2018,03/02/2018,15:00,Mattersburg,Sturm Graz,1,0,H,3.76,3.41,2.12,3.76,3.54,2.21,3.48,3.28,2.1
1001,Austria,Bundesliga,2017/2018,03/02/2018,17:30,Wolfsberger AC,Altach,0,0,D,2.43,3.21,3.27,2.6,3.23,3.27,2.4,3.09,3.04
1002,Austria,Bundesliga,2017/2018,03/02/2018,17:30,LASK,St. Polten,2,1,H,1.54,4.36,6.52,1.54,4.75,7.7,1.48,4.23,6.42
1003,Austria,Bundesliga,2017/2018,03/02/2018,17:30,Salzburg,Admira,2,1,H,1.16,8.6,20.0,1.25,10.0,26.0,1.13,7.99,18.96
1004,Austria,Bundesliga,2017/2018,04/02/2018,15:30,Rapid Vienna,Austria Vienna,1,1,D,1.47,5.19,6.45,1.7,5.3,7.0,1.45,4.79,6.0
1005,Austria,Bundesliga,2017/2018,10/02/2018,15:00,Altach,Salzburg,0,1,A,8.06,4.6,1.45,9.17,4.74,1.5,7.8,4.33,1.41
1006,Austria,Bundesliga,2017/2018,10/02/2018,17:30,Austria Vienna,LASK,1,3,A,2.64,3.61,2.67,2.8,3.66,2.9,2.61,3.34,2.6
1007,Austria,Bundesliga,2017/2018,10/02/2018,17:30,St. Polten,Mattersburg,0,3,A,3.14,3.39,2.4,3.3,3.4,2.5,3.07,3.24,2.3
1008,Austria,Bundesliga,2017/2018,10/02/2018,17:30,Sturm Graz,Wolfsberger AC,0,1,A,1.66,3.76,6.18,1.7,4.0,6.25,1.65,3.62,5.44
1009,Austria,Bundesliga,2017/2018,11/02/2018,15:30,Admira,Rapid Vienna,2,1,H,7.87,5.31,1.4,7.87,5.36,1.8,6.74,4.81,1.41
1010,Austria,Bundesliga,2017/2018,17/02/2018,15:00,Rapid Vienna,Sturm Graz,1,1,D,1.99,3.62,3.98,2.02,3.72,4.33,1.89,3.52,3.94
1011,Austria,Bundesliga,2017/2018,17/02/2018,17:30,Wolfsberger AC,Admira,1,3,A,1.88,3.65,4.5,2.2,3.76,4.51,1.86,3.49,4.16
1012,Austria,Bundesliga,2017/2018,17/02/2018,17:30,LASK,Altach,2,0,H,1.52,4.43,6.84,1.65,4.43,7.5,1.5,4.08,6.55
1013,Austria,Bundesliga,2017/2018,17/02/2018,17:30,Mattersburg,Austria Vienna,2,1,H,2.21,3.69,3.27,2.4,3.7,3.5,2.19,3.42,3.15
1014,Austria,Bundesliga,2017/2018,18/02/2018,15:30,Salzburg,St. Polten,4,0,H,1.18,7.9,17.9,1.2,8.41,20.0,1.16,7.24,16.01
1015,Austria,Bundesliga,2017/2018,24/02/2018,15:00,Admira,Austria Vienna,2,1,H,3.12,3.8,2.24,3.18,3.8,2.75,2.96,3.56,2.24
1016,Austria,Bundesliga,2017/2018,24/02/2018,17:30,Wolfsberger AC,St. Polten,0,1,A,1.94,3.46,4.4,2.14,3.5,4.5,1.96,3.29,3.98
1017,Austria,Bundesliga,2017/2018,24/02/2018,17:30,Altach,Mattersburg,1,1,D,2.84,3.22,2.72,2.86,3.3,3.0,2.67,3.13,2.68
1018,Austria,Bundesliga,2017/2018,24/02/2018,17:30,Rapid Vienna,LASK,2,0,H,2.19,3.4,3.58,2.38,3.5,3.6,2.21,3.21,3.3
1019,Austria,Bundesliga,2017/2018,25/02/2018,15:30,Sturm Graz,Salzburg,2,4,A,4.3,3.45,1.97,4.75,3.6,2.0,4.18,3.41,1.88
1020,Austria,Bundesliga,2017/2018,03/03/2018,15:00,LASK,Sturm Graz,0,2,A,2.22,3.4,3.51,2.3,3.42,3.85,2.16,3.22,3.41
1021,Austria,Bundesliga,2017/2018,03/03/2018,17:30,Austria Vienna,Wolfsberger AC,2,0,H,1.93,3.65,4.21,2.08,3.7,4.75,1.93,3.46,3.89
1022,Austria,Bundesliga,2017/2018,03/03/2018,17:30,Mattersburg,Admira,3,2,H,1.65,4.14,5.36,2.1,4.23,5.4,1.68,3.9,4.71
1023,Austria,Bundesliga,2017/2018,03/03/2018,17:30,St. Polten,Altach,1,2,A,2.71,3.3,2.79,2.87,3.3,2.86,2.67,3.12,2.69
1024,Austria,Bundesliga,2017/2018,04/03/2018,15:30,Salzburg,Rapid Vienna,1,0,H,1.59,4.35,5.82,1.62,4.4,6.5,1.57,4.06,5.58
1025,Austria,Bundesliga,2017/2018,10/03/2018,15:00,Altach,Rapid Vienna,0,0,D,3.75,3.7,2.03,4.25,3.74,2.05,3.79,3.51,1.94
1026,Austria,Bundesliga,2017/2018,10/03/2018,17:30,Wolfsberger AC,LASK,0,3,A,4.07,3.32,2.07,4.2,3.32,2.2,3.92,3.14,2.03
1027,Austria,Bundesliga,2017/2018,10/03/2018,17:30,Admira,Sturm Graz,2,4,A,4.58,3.95,1.79,5.0,3.98,2.0,4.34,3.68,1.78
1028,Austria,Bundesliga,2017/2018,10/03/2018,17:30,Austria Vienna,St. Polten,4,0,H,1.61,4.3,5.66,1.63,4.3,6.1,1.57,4.08,5.44
1029,Austria,Bundesliga,2017/2018,11/03/2018,15:30,Mattersburg,Salzburg,2,2,D,4.58,3.72,1.84,4.58,3.72,2.0,3.9,3.53,1.91
1030,Austria,Bundesliga,2017/2018,17/03/2018,15:00,Rapid Vienna,Wolfsberger AC,5,1,H,1.43,4.56,8.78,1.45,4.65,9.36,1.4,4.4,8.1
1031,Austria,Bundesliga,2017/2018,17/03/2018,17:30,LASK,Mattersburg,3,1,H,1.88,3.44,4.86,2.0,3.6,4.86,1.86,3.42,4.24
1032,Austria,Bundesliga,2017/2018,17/03/2018,17:30,St. Polten,Admira,1,2,A,2.95,3.44,2.5,3.04,3.5,2.62,2.82,3.34,2.43
1033,Austria,Bundesliga,2017/2018,17/03/2018,17:30,Sturm Graz,Altach,1,0,H,1.56,4.1,6.95,1.58,4.2,7.08,1.53,3.96,6.27
1034,Austria,Bundesliga,2017/2018,18/03/2018,13:30,Salzburg,Austria Vienna,5,0,H,1.4,5.1,8.29,1.45,5.28,9.55,1.37,4.84,7.9
1035,Austria,Bundesliga,2017/2018,31/03/2018,15:00,Admira,LASK,0,1,A,4.55,3.61,1.88,4.6,3.8,2.0,4.16,3.53,1.86
1036,Austria,Bundesliga,2017/2018,31/03/2018,17:30,Austria Vienna,Altach,2,1,H,1.87,3.68,4.46,2.0,3.84,4.75,1.81,3.61,4.24
1037,Austria,Bundesliga,2017/2018,31/03/2018,17:30,Salzburg,Wolfsberger AC,2,0,H,1.2,6.7,21.45,1.21,7.5,21.61,1.18,6.49,16.39
1038,Austria,Bundesliga,2017/2018,31/03/2018,17:30,St. Polten,Sturm Graz,1,5,A,5.05,3.91,1.74,5.5,3.96,1.78,4.83,3.76,1.7
1039,Austria,Bundesliga,2017/2018,01/04/2018,15:30,Mattersburg,Rapid Vienna,2,4,A,3.72,3.57,2.08,3.82,3.65,2.25,3.43,3.44,2.08
1040,Austria,Bundesliga,2017/2018,07/04/2018,15:00,Sturm Graz,Austria Vienna,0,2,A,1.67,4.2,5.17,1.85,4.5,5.17,1.67,3.93,4.8
1041,Austria,Bundesliga,2017/2018,07/04/2018,17:30,Wolfsberger AC,Mattersburg,0,2,A,3.0,3.35,2.51,3.1,3.4,2.56,2.91,3.23,2.43
1042,Austria,Bundesliga,2017/2018,07/04/2018,17:30,Altach,Admira,1,2,A,1.94,3.62,4.17,2.1,3.7,4.23,1.93,3.49,3.85
1043,Austria,Bundesliga,2017/2018,07/04/2018,17:30,Rapid Vienna,St. Polten,2,1,H,1.27,6.27,12.16,1.3,6.31,12.16,1.26,5.79,10.46
1044,Austria,Bundesliga,2017/2018,08/04/2018,14:00,LASK,Salzburg,1,0,H,3.4,3.25,2.36,3.4,3.3,2.6,3.1,3.13,2.36
1045,Austria,Bundesliga,2017/2018,14/04/2018,15:00,Sturm Graz,Mattersburg,3,0,H,1.74,3.9,5.09,1.77,3.92,5.4,1.7,3.73,4.79
1046,Austria,Bundesliga,2017/2018,14/04/2018,17:30,Altach,Wolfsberger AC,2,1,H,2.25,3.31,3.53,2.28,3.32,3.61,2.19,3.2,3.38
1047,Austria,Bundesliga,2017/2018,14/04/2018,17:30,St. Polten,LASK,1,3,A,6.42,4.06,1.59,6.5,4.1,1.62,5.98,3.9,1.56
1048,Austria,Bundesliga,2017/2018,15/04/2018,15:30,Austria Vienna,Rapid Vienna,0,4,A,3.95,3.71,1.97,3.95,3.86,2.2,3.66,3.61,1.95
1049,Austria,Bundesliga,2017/2018,15/04/2018,18:00,Admira,Salzburg,2,6,A,8.06,5.1,1.41,8.06,5.1,1.46,7.34,4.72,1.4
1050,Austria,Bundesliga,2017/2018,21/04/2018,15:00,Wolfsberger AC,Sturm Graz,2,1,H,4.51,3.64,1.88,5.0,3.9,1.91,4.32,3.5,1.83
1051,Austria,Bundesliga,2017/2018,21/04/2018,17:30,LASK,Austria Vienna,1,0,H,1.75,3.94,4.85,1.85,4.0,5.04,1.72,3.8,4.61
1052,Austria,Bundesliga,2017/2018,21/04/2018,17:30,Mattersburg,St. Polten,1,1,D,1.81,3.78,4.69,1.88,3.9,5.5,1.75,3.71,4.55
1053,Austria,Bundesliga,2017/2018,22/04/2018,13:30,Salzburg,Altach,3,1,H,1.28,6.47,10.52,1.3,6.5,12.5,1.25,5.85,10.76
1054,Austria,Bundesliga,2017/2018,22/04/2018,15:30,Rapid Vienna,Admira,4,1,H,1.36,5.57,8.69,1.4,5.57,10.5,1.34,5.18,8.13
1055,Austria,Bundesliga,2017/2018,28/04/2018,15:00,Austria Vienna,Mattersburg,2,3,A,2.25,3.65,3.22,2.26,3.8,3.6,2.17,3.51,3.14
1056,Austria,Bundesliga,2017/2018,28/04/2018,17:30,Admira,Wolfsberger AC,4,2,H,1.98,3.7,3.91,2.3,3.74,4.1,1.95,3.5,3.81
1057,Austria,Bundesliga,2017/2018,28/04/2018,17:30,Altach,LASK,0,2,A,4.06,3.53,2.0,4.2,3.53,2.03,3.92,3.38,1.95
1058,Austria,Bundesliga,2017/2018,29/04/2018,15:30,Sturm Graz,Rapid Vienna,4,2,H,2.43,3.54,2.97,2.5,3.65,3.24,2.31,3.42,2.94
1059,Austria,Bundesliga,2017/2018,29/04/2018,18:00,St. Polten,Salzburg,0,2,A,10.24,5.43,1.34,11.0,5.63,1.4,9.2,5.07,1.32
1060,Austria,Bundesliga,2017/2018,05/05/2018,15:00,LASK,Rapid Vienna,0,2,A,2.19,3.44,3.53,2.5,3.5,3.6,2.18,3.35,3.29
1061,Austria,Bundesliga,2017/2018,05/05/2018,17:30,Austria Vienna,Admira,0,0,D,1.78,4.57,3.99,1.85,4.57,4.5,1.74,4.17,4.02
1062,Austria,Bundesliga,2017/2018,05/05/2018,17:30,Mattersburg,Altach,0,1,A,1.63,4.22,5.5,1.7,4.23,5.85,1.59,3.97,5.33
1063,Austria,Bundesliga,2017/2018,05/05/2018,17:30,St. Polten,Wolfsberger AC,0,1,A,2.94,3.41,2.52,3.1,3.42,2.65,2.8,3.24,2.51
1064,Austria,Bundesliga,2017/2018,06/05/2018,15:30,Salzburg,Sturm Graz,4,1,H,1.79,3.94,4.6,1.93,4.01,4.87,1.81,3.67,4.19
1065,Austria,Bundesliga,2017/2018,12/05/2018,15:00,Sturm Graz,LASK,3,1,H,2.46,3.3,3.11,2.46,3.4,3.22,2.37,3.21,3.0
1066,Austria,Bundesliga,2017/2018,12/05/2018,17:30,Admira,Mattersburg,1,1,D,2.74,3.83,2.47,2.78,3.84,2.65,2.66,3.54,2.46
1067,Austria,Bundesliga,2017/2018,12/05/2018,17:30,Altach,St. Polten,1,3,A,1.79,3.73,4.93,1.85,4.0,5.4,1.78,3.63,4.41
1068,Austria,Bundesliga,2017/2018,13/05/2018,15:30,Rapid Vienna,Salzburg,1,4,A,3.07,3.69,2.31,3.29,3.7,2.78,2.94,3.41,2.32
1069,Austria,Bundesliga,2017/2018,15/05/2018,18:00,Wolfsberger AC,Austria Vienna,2,1,H,2.48,3.76,2.72,2.65,3.8,2.72,2.5,3.62,2.56
1070,Austria,Bundesliga,2017/2018,20/05/2018,15:30,LASK,Wolfsberger AC,1,3,A,1.56,4.28,6.08,1.6,4.5,6.7,1.54,4.12,5.77
1071,Austria,Bundesliga,2017/2018,20/05/2018,15:30,Rapid Vienna,Altach,4,1,H,1.36,5.65,8.17,1.36,5.75,11.0,1.31,5.33,8.79
1072,Austria,Bundesliga,2017/2018,20/05/2018,15:30,Salzburg,Mattersburg,1,0,H,1.22,7.17,12.67,1.25,7.5,15.25,1.2,6.73,12.36
1073,Austria,Bundesliga,2017/2018,20/05/2018,15:30,St. Polten,Austria Vienna,2,0,H,3.11,3.88,2.18,3.18,4.0,2.3,3.0,3.7,2.17
1074,Austria,Bundesliga,2017/2018,20/05/2018,15:30,Sturm Graz,Admira,2,0,H,1.36,5.69,7.98,1.5,5.75,8.5,1.36,5.35,7.08
1075,Austria,Bundesliga,2017/2018,27/05/2018,16:30,Wolfsberger AC,Rapid Vienna,0,0,D,3.21,4.05,2.09,3.45,4.1,2.2,3.18,3.79,2.06
1076,Austria,Bundesliga,2017/2018,27/05/2018,16:30,Admira,St. Polten,0,2,A,2.03,3.79,3.58,2.1,3.94,3.62,1.99,3.69,3.43
1077,Austria,Bundesliga,2017/2018,27/05/2018,16:30,Altach,Sturm Graz,0,0,D,2.96,3.78,2.29,3.29,4.0,2.36,2.91,3.62,2.25
1078,Austria,Bundesliga,2017/2018,27/05/2018,16:30,Austria Vienna,Salzburg,4,0,H,5.93,5.18,1.48,6.5,5.25,1.5,5.82,4.8,1.46
1079,Austria,Bundesliga,2017/2018,27/05/2018,16:30,Mattersburg,LASK,2,1,H,2.99,3.73,2.3,3.06,3.8,2.55,2.92,3.56,2.27
1080,Austria,Bundesliga,2017/2018,31/05/2018,17:30,Neustadt,St. Polten,0,2,A,2.6,3.4,2.79,2.76,3.4,2.88,2.55,3.17,2.73
1081,Austria,Bundesliga,2017/2018,03/06/2018,14:30,St. Polten,Neustadt,1,1,D,2.05,3.53,3.77,2.11,3.56,3.96,2.01,3.34,3.64
1082,Austria,Bundesliga,2018/2019,27/07/2018,19:45,Austria Vienna,Wacker Innsbruck,2,1,H,1.62,4.04,5.92,1.65,4.25,6.1,1.59,4.01,5.31
1083,Austria,Bundesliga,2018/2019,28/07/2018,16:00,Altach,Mattersburg,2,3,A,2.41,3.38,3.1,2.6,3.44,3.18,2.38,3.27,2.94
1084,Austria,Bundesliga,2018/2019,28/07/2018,16:00,Sturm Graz,Hartberg,3,2,H,1.53,4.21,7.01,1.6,4.44,7.01,1.5,4.24,6.17
1085,Austria,Bundesliga,2018/2019,29/07/2018,16:00,Admira,Rapid Vienna,0,3,A,7.19,5.2,1.43,8.0,5.31,1.53,6.84,4.89,1.4
1086,Austria,Bundesliga,2018/2019,29/07/2018,16:00,Salzburg,LASK,3,1,H,1.52,3.93,8.24,1.52,4.5,8.75,1.46,4.2,7.15
1087,Austria,Bundesliga,2018/2019,29/07/2018,16:00,St. Polten,Wolfsberger AC,4,3,H,2.8,3.37,2.64,2.82,3.4,2.85,2.7,3.2,2.61
1088,Austria,Bundesliga,2018/2019,04/08/2018,16:00,Mattersburg,Salzburg,0,2,A,6.98,4.3,1.52,7.0,4.64,1.52,6.24,4.34,1.48
1089,Austria,Bundesliga,2018/2019,04/08/2018,16:00,Rapid Vienna,Altach,1,1,D,1.34,5.67,9.03,1.36,5.94,10.5,1.31,5.26,8.78
1090,Austria,Bundesliga,2018/2019,04/08/2018,16:00,Wacker Innsbruck,Sturm Graz,2,3,A,3.7,3.7,2.03,3.8,3.7,2.2,3.57,3.47,2.01
1091,Austria,Bundesliga,2018/2019,05/08/2018,16:00,Wolfsberger AC,Austria Vienna,1,0,H,2.99,3.73,2.32,3.6,3.73,2.39,2.96,3.49,2.28
1092,Austria,Bundesliga,2018/2019,05/08/2018,16:00,Hartberg,Admira,0,1,A,2.01,3.94,3.56,2.03,3.99,3.95,1.96,3.71,3.53
1093,Austria,Bundesliga,2018/2019,05/08/2018,16:00,LASK,St. Polten,0,0,D,1.6,3.97,6.37,1.67,4.23,7.27,1.56,3.97,5.83
1094,Austria,Bundesliga,2018/2019,11/08/2018,16:00,Altach,Wacker Innsbruck,1,2,A,2.03,3.58,3.82,2.06,3.6,3.88,2.0,3.46,3.65
1095,Austria,Bundesliga,2018/2019,11/08/2018,16:00,Hartberg,Mattersburg,4,2,H,3.07,3.7,2.29,3.3,3.7,2.39,3.0,3.45,2.26
1096,Austria,Bundesliga,2018/2019,11/08/2018,16:00,Salzburg,Austria Vienna,2,0,H,1.25,6.41,13.32,1.35,6.44,13.37,1.26,5.76,11.11
1097,Austria,Bundesliga,2018/2019,12/08/2018,16:00,Admira,LASK,0,1,A,3.62,3.46,2.14,3.9,3.54,2.15,3.49,3.41,2.07
1098,Austria,Bundesliga,2018/2019,12/08/2018,16:00,Rapid Vienna,Wolfsberger AC,0,0,D,1.49,4.62,6.89,1.54,4.62,7.5,1.48,4.34,6.39
1099,Austria,Bundesliga,2018/2019,12/08/2018,16:00,St. Polten,Sturm Graz,2,0,H,3.8,3.48,2.07,3.8,3.61,2.15,3.5,3.46,2.05
1100,Austria,Bundesliga,2018/2019,18/08/2018,16:00,Mattersburg,Wolfsberger AC,0,6,A,2.25,3.61,3.2,2.43,3.62,3.25,2.28,3.4,3.02
1101,Austria,Bundesliga,2018/2019,18/08/2018,16:00,Salzburg,Hartberg,2,0,H,1.22,7.17,13.6,1.24,7.2,15.72,1.21,6.56,12.1
1102,Austria,Bundesliga,2018/2019,18/08/2018,16:00,Wacker Innsbruck,St. Polten,0,2,A,2.11,3.47,3.68,2.11,3.7,4.5,1.96,3.5,3.74
1103,Austria,Bundesliga,2018/2019,19/08/2018,16:00,Austria Vienna,Admira,4,0,H,1.45,4.9,7.2,1.5,5.16,7.5,1.42,4.74,6.73
1104,Austria,Bundesliga,2018/2019,19/08/2018,16:00,LASK,Rapid Vienna,2,1,H,2.07,3.54,3.74,2.4,3.55,3.74,2.14,3.36,3.36
1105,Austria,Bundesliga,2018/2019,19/08/2018,16:00,Sturm Graz,Altach,1,1,D,1.69,3.98,5.19,1.7,4.2,5.34,1.65,3.94,4.93
1106,Austria,Bundesliga,2018/2019,25/08/2018,16:00,Wolfsberger AC,Sturm Graz,1,1,D,2.71,3.48,2.67,2.76,3.5,2.76,2.64,3.33,2.6
1107,Austria,Bundesliga,2018/2019,25/08/2018,16:00,Altach,Salzburg,2,3,A,7.39,4.16,1.52,7.53,4.2,1.7,6.46,3.95,1.53
1108,Austria,Bundesliga,2018/2019,25/08/2018,16:00,St. Polten,Austria Vienna,0,0,D,3.49,3.77,2.08,3.52,3.78,2.3,3.37,3.56,2.06
1109,Austria,Bundesliga,2018/2019,26/08/2018,16:00,Admira,Mattersburg,0,0,D,3.01,3.82,2.28,3.3,3.82,2.28,3.06,3.65,2.17
1110,Austria,Bundesliga,2018/2019,26/08/2018,16:00,Hartberg,LASK,0,1,A,4.31,3.89,1.84,4.4,3.89,1.93,4.06,3.68,1.84
1111,Austria,Bundesliga,2018/2019,26/08/2018,16:00,Rapid Vienna,Wacker Innsbruck,2,1,H,1.47,4.92,6.76,1.52,4.92,6.92,1.46,4.6,6.23
1112,Austria,Bundesliga,2018/2019,01/09/2018,16:00,Altach,St. Polten,1,2,A,2.11,3.64,3.52,2.28,3.64,3.6,2.1,3.44,3.39
1113,Austria,Bundesliga,2018/2019,01/09/2018,16:00,Austria Vienna,Mattersburg,2,1,H,1.78,4.11,4.39,1.8,4.24,4.9,1.73,3.96,4.34
1114,Austria,Bundesliga,2018/2019,01/09/2018,16:00,Wacker Innsbruck,Hartberg,2,1,H,1.97,3.99,3.63,2.06,3.99,4.0,1.95,3.7,3.61
1115,Austria,Bundesliga,2018/2019,02/09/2018,16:00,LASK,Wolfsberger AC,2,0,H,1.63,3.78,6.42,1.72,3.88,6.45,1.63,3.68,5.67
1116,Austria,Bundesliga,2018/2019,02/09/2018,16:00,Salzburg,Admira,3,1,H,1.13,9.52,21.48,1.16,9.8,27.6,1.12,8.63,18.81
1117,Austria,Bundesliga,2018/2019,02/09/2018,16:00,Sturm Graz,Rapid Vienna,1,1,D,2.52,3.58,2.8,2.56,3.6,3.0,2.4,3.47,2.79
1118,Austria,Bundesliga,2018/2019,15/09/2018,16:00,Admira,Sturm Graz,2,3,A,4.34,3.88,1.83,4.4,4.0,1.86,4.19,3.8,1.79
